17,216,106
17,217,104
17,218,101
17,219,103
17,220,105
17,221,107
17,222,109
17,223,111
17,224,108
17,225,104
17,226,102
17,227,100
17,228,103
17,229,106
17,230,110
17,231,113
17,232,109
17,233,105
17,234,102
17,235,104
17,236,116
17,237,141
17,238,114
17,239,104
17,240,70
17,241,68
17,242,77
17,243,92
17,244,69
17,245,65
17,246,80
17,247,106
17,248,91
17,249,86
17,250,82
17,251,152
17,252,125
17,253,154
17,254,149
17,255,118
17,256,141
17,257,191
17,258,215
17,259,137
17,260,126
17,261,124
17,262,152
17,263,174
17,264,175
17,265,67
17,266,59
17,267,105
17,268,143
17,269,177
17,270,206
17,271,205
17,272,208
17,273,192
17,274,170
17,275,144
17,276,159
17,277,220
17,278,254
17,279,187
17,280,196
17,281,234
17,282,268
17,283,238
17,284,252
17,285,273
17,286,262
17,287,221
17,288,272
17,289,274
17,290,316
17,291,286
17,292,293
17,293,357
17,294,396
17,295,311
17,296,287
17,297,294
17,298,352
17,299,324
17,300,332
17,301,347
17,302,336
17,303,328
17,304,335
17,305,354
17,306,285
17,307,327
17,308,357
17,309,363
17,310,356
17,311,449
17,312,487
17,313,487
17,314,470
17,315,431
17,316,491
17,317,465
17,318,384
17,319,354
17,320,363
17,321,307
17,322,299
17,323,291
17,324,325
17,325,325
17,326,328
17,327,316
17,328,335
17,329,337
17,330,361
17,331,365
17,332,327
17,333,344
17,334,368
17,335,343
17,336,333
17,337,355
17,338,391
17,339,380
17,340,296
17,341,191
17,342,217
17,343,308
17,344,378
17,345,363
17,346,225
17,347,270
17,348,285
17,349,284
17,350,223
17,351,199
17,352,236
17,353,297
17,354,372
17,355,446
17,356,321
17,357,228
17,358,309
17,359,384
17,360,342
17,361,360
17,362,383
17,363,367
17,364,400
17,365,406
18,001,406
18,002,418
18,003,382
18,004,366
18,005,390
18,006,405
18,007,355
18,008,288
18,009,359
18,010,352
18,011,309
18,012,298
18,013,359
18,014,321
18,015,331
18,016,255
18,017,353
18,018,400
18,019,406
18,020,323
18,021,276
18,022,342
18,023,324
18,024,270
18,025,243
18,026,261
18,027,286
18,028,300
18,029,302
18,030,270
18,031,244
18,032,274
18,033,293
18,034,243
18,035,256
18,036,291
18,037,287
18,038,261
18,039,308
18,040,335
18,041,341
18,042,304
18,043,178
18,044,191
18,045,187
18,046,187
18,047,235
18,048,256
18,049,257
18,050,294
18,051,296
18,052,308
18,053,300
18,054,302
18,055,320
18,056,266
18,057,156
18,058,160
18,059,272
18,060,257
18,061,260
18,062,203
18,063,178
18,064,172
18,065,167
18,066,185
18,067,245
18,068,280
18,069,170
18,070,170
18,071,214
18,072,217
18,073,267
18,074,297
18,075,256
18,076,186
18,077,169
18,078,173
18,079,217
18,080,289
18,081,186
18,082,151
18,083,175
18,084,195
18,085,183
18,086,230
18,087,255
18,088,213
18,089,218
18,090,256
18,091,195
18,092,219
18,093,207
18,094,203
18,095,290
18,096,208
18,097,143
18,098,141
18,099,120
18,100,230
18,101,141
18,102,99
18,103,188
18,104,217
18,105,224
18,106,285
18,107,244
18,108,228
18,109,244
18,110,246
18,111,356
18,112,211
18,113,160
18,114,254
18,115,266
18,116,313
18,117,310
18,118,301
18,119,248
18,120,209
18,121,177
18,122,153
18,123,160
18,124,139
18,125,173
18,126,269
18,127,211
18,128,208
18,129,163
18,130,190
18,131,256
18,132,304
18,133,215
18,134,130
18,135,164
18,136,190
18,137,243
18,138,225
18,139,242
18,140,199
18,141,183
18,142,212
18,143,301
18,144,252
18,145,251
18,146,235
18,147,277
18,148,275
18,149,285
18,150,281
18,151,208
18,152,198
18,153,173
18,154,174
18,155,183
18,156,169
18,157,136
18,158,164
18,159,179
18,160,127
18,161,158
18,162,183
18,163,296
18,164,445
18,165,431
18,166,447
18,167,369
18,168,289
18,169,171
18,170,121
18,171,177
18,172,226
18,173,236
18,174,218
18,175,183
18,176,192
18,177,110
18,178,93
18,179,76
18,180,72
18,181,96
18,182,92
18,183,106
18,184,114
18,185,137
18,186,123
18,187,147
18,188,151
18,189,182
18,190,157
18,191,134
18,192,106
18,193,143
18,194,99
18,195,76
18,196,76
18,197,87
18,198,91
18,199,106
18,200,88
18,201,80
18,202,111
18,203,61
18,204,67
18,205,90
18,206,78
18,207,74
18,208,54
18,209,57
18,210,90
18,211,115
18,212,132
18,213,153
18,214,235
18,215,213
18,216,216
18,217,241
18,218,133
18,219,113
18,220,86
18,221,88
18,222,102
18,223,96
18,224,83
18,225,94
18,226,117
18,227,120
18,228,86
18,229,84
18,230,80
18,231,89
18,232,137
18,233,87
18,234,78
18,235,69
18,236,80
18,237,89
18,238,78
18,239,62
18,240,71
18,241,68
18,242,78
18,243,127
18,244,114
18,245,106
18,246,73
18,247,112
18,248,90
18,249,137
18,250,91
18,251,86
18,252,61
18,253,84
18,254,79
18,255,90
18,256,103
18,257,102
18,258,118
18,259,121
18,260,135
18,261,150
18,262,154
18,263,164
18,264,143
18,265,54
18,266,62
18,267,52
18,268,55
18,269,88
18,270,151
18,271,197
18,272,219
18,273,158
18,274,148
18,275,202
18,276,143
18,277,201
18,278,256
18,279,209
18,280,181
18,281,246
18,282,251
18,283,241
18,284,210
18,285,154
18,286,262
18,287,204
18,288,246
18,289,291
18,290,313
18,291,297
18,292,276
18,293,326
18,294,292
18,295,272
18,296,254
18,297,328
18,298,331
18,299,361
18,300,350
18,301,366
18,302,367
18,303,401
18,304,358
18,305,393
18,306,370
18,307,340
18,308,171
18,309,426
18,310,338
18,311,281
18,312,390
18,313,423
18,314,401
18,315,405
18,316,399
18,317,409
18,318,312
18,319,217
18,320,285
18,321,267
18,322,311
18,323,330
18,324,374
18,325,374
18,326,273
18,327,337
18,328,249
18,329,262
18,330,336
18,331,352
18,332,316
18,333,358
18,334,352
18,335,306
18,336,297
18,337,328
18,338,356
18,339,331
18,340,349
18,341,348
18,342,347
18,343,374
18,344,403
18,345,413
18,346,392
18,347,194
18,348,249
18,349,261
18,350,282
18,351,337
18,352,353
18,353,353
18,354,394
18,355,386
18,356,421
18,357,450
18,358,448
18,359,409
18,360,384
18,361,399
18,362,392
18,363,385
18,364,415
18,365,420
